ProductID,PDate,MovingAvgUnitsSold
P0016,2022-02-05,94.00
P0016,2022-02-05,106.71
P0016,2022-02-05,103.86
P0016,2022-02-05,110.43
P0016,2022-02-06,103.71
P0016,2022-02-06,112.86
P0016,2022-02-06,121.00
P0016,2022-02-06,126.71
P0016,2022-02-06,123.43
P0016,2022-02-07,120.14
P0016,2022-02-07,129.71
P0016,2022-02-07,141.14
P0016,2022-02-07,132.86
P0016,2022-02-07,130.86
P0016,2022-02-08,124.29
P0016,2022-02-08,121.57
P0016,2022-02-08,126.86
P0016,2022-02-08,111.57
P0016,2022-02-08,114.57
P0016,2022-02-09,114.00
P0016,2022-02-09,119.29
P0016,2022-02-09,129.43
P0016,2022-02-09,135.14
P0016,2022-02-09,125.14
P0016,2022-02-10,121.43
P0016,2022-02-10,119.14
P0016,2022-02-10,115.14
P0016,2022-02-10,129.00
P0016,2022-02-10,111.14
P0016,2022-02-11,121.86
P0016,2022-02-11,121.57
P0016,2022-02-11,124.43
P0016,2022-02-11,123.29
P0016,2022-02-11,117.43
P0016,2022-02-12,93.57
P0016,2022-02-12,106.43
P0016,2022-02-12,92.14
P0016,2022-02-12,101.71
P0016,2022-02-12,93.71
P0016,2022-02-13,99.86
P0016,2022-02-13,105.43
P0016,2022-02-13,105.71
P0016,2022-02-13,105.71
P0016,2022-02-13,119.86
P0016,2022-02-14,126.57
P0016,2022-02-14,134.43
P0016,2022-02-14,131.29
P0016,2022-02-14,135.00
P0016,2022-02-14,138.86
P0016,2022-02-15,146.29
P0016,2022-02-15,140.29
P0016,2022-02-15,137.29
P0016,2022-02-15,134.14
P0016,2022-02-15,124.29
P0016,2022-02-16,127.43
P0016,2022-02-16,127.71
P0016,2022-02-16,133.57
P0016,2022-02-16,129.14
P0016,2022-02-16,115.57
P0016,2022-02-17,126.57
P0016,2022-02-17,140.43
P0016,2022-02-17,136.71
P0016,2022-02-17,144.29
P0016,2022-02-17,138.14
P0016,2022-02-18,147.00
P0016,2022-02-18,150.00
P0016,2022-02-18,154.71
P0016,2022-02-18,153.43
P0016,2022-02-18,158.57
P0016,2022-02-19,157.29
P0016,2022-02-19,156.43
P0016,2022-02-19,143.71
P0016,2022-02-19,141.00
P0016,2022-02-19,122.00
P0016,2022-02-20,120.86
P0016,2022-02-20,123.43
P0016,2022-02-20,117.29
P0016,2022-02-20,112.14
P0016,2022-02-20,118.29
P0016,2022-02-21,118.86
P0016,2022-02-21,138.57
P0016,2022-02-21,140.29
P0016,2022-02-21,129.43
P0016,2022-02-21,142.29
P0016,2022-02-22,141.57
P0016,2022-02-22,142.29
P0016,2022-02-22,144.29
P0016,2022-02-22,145.00
P0016,2022-02-22,150.57
P0016,2022-02-23,152.43
P0016,2022-02-23,134.00
P0016,2022-02-23,152.57
P0016,2022-02-23,145.71
P0016,2022-02-23,163.57
P0016,2022-02-24,159.29
P0016,2022-02-24,151.00
P0016,2022-02-24,143.71
P0016,2022-02-24,159.71
P0016,2022-02-24,142.86
P0016,2022-02-25,146.29
P0016,2022-02-25,134.86
P0016,2022-02-25,126.43
P0016,2022-02-25,127.86
P0016,2022-02-25,130.29
P0016,2022-02-26,126.57
P0016,2022-02-26,123.86
P0016,2022-02-26,122.57
P0016,2022-02-26,118.00
P0016,2022-02-26,124.29
P0016,2022-02-27,124.57
P0016,2022-02-27,139.57
P0016,2022-02-27,130.00
P0016,2022-02-27,129.14
P0016,2022-02-27,131.86
P0016,2022-02-28,127.29
P0016,2022-02-28,121.57
P0016,2022-02-28,116.57
P0016,2022-02-28,107.14
P0016,2022-02-28,112.71
P0016,2022-03-01,114.57
P0016,2022-03-01,104.86
P0016,2022-03-01,105.57
P0016,2022-03-01,106.14
P0016,2022-03-01,110.57
P0016,2022-03-02,108.71
P0016,2022-03-02,99.71
P0016,2022-03-02,102.29
P0016,2022-03-02,110.29
P0016,2022-03-02,109.43
P0016,2022-03-03,102.86
P0016,2022-03-03,97.57
P0016,2022-03-03,94.71
P0016,2022-03-03,97.43
P0016,2022-03-03,93.14
P0016,2022-03-04,91.14
P0016,2022-03-04,83.57
P0016,2022-03-04,86.29
P0016,2022-03-04,75.57
P0016,2022-03-04,79.14
P0016,2022-03-05,73.57
P0016,2022-03-05,70.86
P0016,2022-03-05,62.29
P0016,2022-03-05,74.57
P0016,2022-03-05,79.86
P0016,2022-03-06,86.43
P0016,2022-03-06,90.00
P0016,2022-03-06,105.14
P0016,2022-03-06,118.00
P0016,2022-03-06,121.43
P0016,2022-03-07,118.29
P0016,2022-03-07,118.43
P0016,2022-03-07,119.71
P0016,2022-03-07,113.71
P0016,2022-03-07,110.29
P0016,2022-03-08,95.29
P0016,2022-03-08,99.00
P0016,2022-03-08,97.57
P0016,2022-03-08,96.57
P0016,2022-03-08,87.57
P0016,2022-03-09,95.86
P0016,2022-03-09,85.71
P0016,2022-03-09,95.86
P0016,2022-03-09,98.71
P0016,2022-03-09,97.57
P0016,2022-03-10,87.86
P0016,2022-03-10,97.00
P0016,2022-03-10,95.71
P0016,2022-03-10,97.57
P0016,2022-03-10,89.57
P0016,2022-03-11,85.00
P0016,2022-03-11,95.14
P0016,2022-03-11,100.43
P0016,2022-03-11,103.00
P0016,2022-03-11,102.71
P0016,2022-03-12,105.86
P0016,2022-03-12,109.43
P0016,2022-03-12,104.00
P0016,2022-03-12,92.86
P0016,2022-03-12,88.57
P0016,2022-03-13,95.43
P0016,2022-03-13,85.43
P0016,2022-03-13,81.86
P0016,2022-03-13,87.57
P0016,2022-03-13,87.57
P0016,2022-03-14,99.43
P0016,2022-03-14,99.57
P0016,2022-03-14,100.14
P0016,2022-03-14,106.43
P0016,2022-03-14,106.86
P0016,2022-03-15,93.00
P0016,2022-03-15,92.00
P0016,2022-03-15,85.57
P0016,2022-03-15,88.71
P0016,2022-03-15,70.57
P0016,2022-03-16,73.14
P0016,2022-03-16,74.86
P0016,2022-03-16,75.71
P0016,2022-03-16,76.14
P0016,2022-03-16,68.14
P0016,2022-03-17,72.43
P0016,2022-03-17,78.43
P0016,2022-03-17,73.71
P0016,2022-03-17,63.14
P0016,2022-03-17,66.86
P0016,2022-03-18,73.14
P0016,2022-03-18,77.14
P0016,2022-03-18,72.14
P0016,2022-03-18,70.43
P0016,2022-03-18,80.29
P0016,2022-03-19,86.71
P0016,2022-03-19,88.29
P0016,2022-03-19,84.57
P0016,2022-03-19,91.86
P0016,2022-03-19,92.86
P0016,2022-03-20,97.57
P0016,2022-03-20,97.86
P0016,2022-03-20,98.43
P0016,2022-03-20,101.29
P0016,2022-03-20,100.57
P0016,2022-03-21,93.14
P0016,2022-03-21,86.71
P0016,2022-03-21,84.29
P0016,2022-03-21,80.00
P0016,2022-03-21,81.57
P0016,2022-03-22,83.86
P0016,2022-03-22,85.29
P0016,2022-03-22,94.14
P0016,2022-03-22,97.00
P0016,2022-03-22,99.86
P0016,2022-03-23,95.29
P0016,2022-03-23,97.29
P0016,2022-03-23,91.43
P0016,2022-03-23,90.00
P0016,2022-03-23,71.00
P0016,2022-03-24,76.71
P0016,2022-03-24,78.57
P0016,2022-03-24,83.57
P0016,2022-03-24,88.29
P0016,2022-03-24,86.29
P0016,2022-03-25,92.57
P0016,2022-03-25,104.00
P0016,2022-03-25,109.43
P0016,2022-03-25,106.43
P0016,2022-03-25,108.71
P0016,2022-03-26,104.43
P0016,2022-03-26,111.00
P0016,2022-03-26,108.00
P0016,2022-03-26,108.86
P0016,2022-03-26,105.86
P0016,2022-03-27,98.29
P0016,2022-03-27,89.29
P0016,2022-03-27,86.71
P0016,2022-03-27,76.57
P0016,2022-03-27,87.71
P0016,2022-03-28,89.71
P0016,2022-03-28,86.57
P0016,2022-03-28,90.43
P0016,2022-03-28,90.00
P0016,2022-03-28,96.00
P0016,2022-03-29,105.57
P0016,2022-03-29,95.57
P0016,2022-03-29,106.57
P0016,2022-03-29,103.71
P0016,2022-03-29,103.43
P0016,2022-03-30,103.29
P0016,2022-03-30,98.57
P0016,2022-03-30,88.57
P0016,2022-03-30,93.00
P0016,2022-03-30,79.71
P0016,2022-03-31,75.43
P0016,2022-03-31,80.43
P0016,2022-03-31,85.71
P0016,2022-03-31,91.86
P0016,2022-03-31,95.71
P0016,2022-04-01,91.57
P0016,2022-04-01,95.57
P0016,2022-04-01,105.00
P0016,2022-04-01,100.14
P0016,2022-04-01,91.86
P0016,2022-04-02,86.29
P0016,2022-04-02,93.00
P0016,2022-04-02,95.29
P0016,2022-04-02,91.57
P0016,2022-04-02,87.00
P0016,2022-04-03,87.14
P0016,2022-04-03,91.29
P0016,2022-04-03,85.29
P0016,2022-04-03,80.86
P0016,2022-04-03,86.29
P0016,2022-04-04,86.14
P0016,2022-04-04,86.86
P0016,2022-04-04,82.71
P0016,2022-04-04,90.86
P0016,2022-04-04,101.86
P0016,2022-04-05,98.57
P0016,2022-04-05,90.43
P0016,2022-04-05,88.57
P0016,2022-04-05,83.86
P0016,2022-04-05,98.43
P0016,2022-04-06,86.43
P0016,2022-04-06,85.86
P0016,2022-04-06,91.14
P0016,2022-04-06,94.00
P0016,2022-04-06,93.86
P0016,2022-04-07,103.57
P0016,2022-04-07,94.14
P0016,2022-04-07,97.00
P0016,2022-04-07,97.29
P0016,2022-04-07,89.14
P0016,2022-04-08,82.57
P0016,2022-04-08,78.86
P0016,2022-04-08,70.00
P0016,2022-04-08,67.71
P0016,2022-04-08,70.43
P0016,2022-04-09,57.14
P0016,2022-04-09,71.00
P0016,2022-04-09,77.71
P0016,2022-04-09,78.71
P0016,2022-04-09,80.14
P0016,2022-04-10,86.00
P0016,2022-04-10,91.29
P0016,2022-04-10,103.00
P0016,2022-04-10,102.86
P0016,2022-04-10,100.57
P0016,2022-04-11,100.00
P0016,2022-04-11,103.00
P0016,2022-04-11,104.43
P0016,2022-04-11,100.00
P0016,2022-04-11,99.00
P0016,2022-04-12,85.71
P0016,2022-04-12,85.29
P0016,2022-04-12,84.43
P0016,2022-04-12,88.57
P0016,2022-04-12,90.29
P0016,2022-04-13,91.29
P0016,2022-04-13,88.00
P0016,2022-04-13,95.43
P0016,2022-04-13,91.29
P0016,2022-04-13,94.43
P0016,2022-04-14,91.29
P0016,2022-04-14,87.86
P0016,2022-04-14,87.29
P0016,2022-04-14,87.43
P0016,2022-04-14,91.71
P0016,2022-04-15,84.29
P0016,2022-04-15,91.29
P0016,2022-04-15,96.00
P0016,2022-04-15,87.57
P0016,2022-04-15,82.29
P0016,2022-04-16,88.00
P0016,2022-04-16,87.57
P0016,2022-04-16,92.71
P0016,2022-04-16,89.00
P0016,2022-04-16,75.57
P0016,2022-04-17,75.86
P0016,2022-04-17,78.29
P0016,2022-04-17,84.86
P0016,2022-04-17,79.43
P0016,2022-04-17,90.57
P0016,2022-04-18,92.29
P0016,2022-04-18,94.00
P0016,2022-04-18,97.43
P0016,2022-04-18,91.57
P0016,2022-04-18,76.86
P0016,2022-04-19,74.14
P0016,2022-04-19,64.43
P0016,2022-04-19,61.43
P0016,2022-04-19,64.14
P0016,2022-04-19,77.29
P0016,2022-04-20,77.14
P0016,2022-04-20,93.86
P0016,2022-04-20,91.14
P0016,2022-04-20,98.00
P0016,2022-04-20,94.14
P0016,2022-04-21,95.43
P0016,2022-04-21,86.57
P0016,2022-04-21,84.43
P0016,2022-04-21,72.43
P0016,2022-04-21,87.43
P0016,2022-04-22,89.57
P0016,2022-04-22,88.57
P0016,2022-04-22,84.14
P0016,2022-04-22,81.29
P0016,2022-04-22,96.29
P0016,2022-04-23,92.71
P0016,2022-04-23,77.86
P0016,2022-04-23,73.57
P0016,2022-04-23,80.71
P0016,2022-04-23,87.86
P0016,2022-04-24,86.29
P0016,2022-04-24,72.00
P0016,2022-04-24,76.00
P0016,2022-04-24,78.71
P0016,2022-04-24,86.00
P0016,2022-04-25,87.43
P0016,2022-04-25,87.14
P0016,2022-04-25,89.71
P0016,2022-04-25,102.14
P0016,2022-04-25,103.29
P0016,2022-04-26,105.86
P0016,2022-04-26,104.43
P0016,2022-04-26,96.43
P0016,2022-04-26,89.29
P0016,2022-04-26,99.43
P0016,2022-04-27,103.00
P0016,2022-04-27,102.86
P0016,2022-04-27,108.57
P0016,2022-04-27,99.71
P0016,2022-04-27,99.86
P0016,2022-04-28,107.29
P0016,2022-04-28,99.57
P0016,2022-04-28,99.71
P0016,2022-04-28,98.14
P0016,2022-04-28,93.14
P0016,2022-04-29,102.00
P0016,2022-04-29,109.00
P0016,2022-04-29,102.43
P0016,2022-04-29,98.00
P0016,2022-04-29,89.86
P0016,2022-04-30,87.29
P0016,2022-04-30,91.14
P0016,2022-04-30,82.71
P0016,2022-04-30,81.71
P0016,2022-04-30,83.86
P0016,2022-05-01,84.43
P0016,2022-05-01,85.71
P0016,2022-05-01,90.29
P0016,2022-05-01,84.14
P0016,2022-05-01,87.43
P0016,2022-05-02,79.86
P0016,2022-05-02,85.29
P0016,2022-05-02,94.29
P0016,2022-05-02,93.86
P0016,2022-05-02,92.29
P0016,2022-05-03,104.71
P0016,2022-05-03,96.71
P0016,2022-05-03,104.29
P0016,2022-05-03,105.86
P0016,2022-05-03,88.86
P0016,2022-05-04,91.71
P0016,2022-05-04,87.43
P0016,2022-05-04,80.57
P0016,2022-05-04,82.57
P0016,2022-05-04,87.14
P0016,2022-05-05,85.57
P0016,2022-05-05,89.86
P0016,2022-05-05,85.14
P0016,2022-05-05,84.71
P0016,2022-05-05,85.57
P0016,2022-05-06,91.29
P0016,2022-05-06,99.00
P0016,2022-05-06,101.86
P0016,2022-05-06,102.86
P0016,2022-05-06,100.29
P0016,2022-05-07,107.86
P0016,2022-05-07,101.29
P0016,2022-05-07,101.43
P0016,2022-05-07,80.14
P0016,2022-05-07,71.14
P0016,2022-05-08,78.43
P0016,2022-05-08,91.57
P0016,2022-05-08,89.29
P0016,2022-05-08,96.29
P0016,2022-05-08,96.14
P0016,2022-05-09,112.29
P0016,2022-05-09,118.00
P0016,2022-05-09,115.29
P0016,2022-05-09,99.00
P0016,2022-05-09,92.00
P0016,2022-05-10,85.29
P0016,2022-05-10,88.00
P0016,2022-05-10,80.14
P0016,2022-05-10,76.86
P0016,2022-05-10,76.14
P0016,2022-05-11,83.29
P0016,2022-05-11,99.86
P0016,2022-05-11,99.00
P0016,2022-05-11,93.57
P0016,2022-05-11,91.29
P0016,2022-05-12,94.57
P0016,2022-05-12,97.43
P0016,2022-05-12,94.43
P0016,2022-05-12,86.86
P0016,2022-05-12,86.43
P0016,2022-05-13,90.86
P0016,2022-05-13,95.14
P0016,2022-05-13,98.57
P0016,2022-05-13,97.86
P0016,2022-05-13,95.71
P0016,2022-05-14,97.71
P0016,2022-05-14,97.14
P0016,2022-05-14,102.57
P0016,2022-05-14,100.29
P0016,2022-05-14,96.14
P0016,2022-05-15,93.86
P0016,2022-05-15,108.86
P0016,2022-05-15,104.00
P0016,2022-05-15,117.14
P0016,2022-05-15,103.71
P0016,2022-05-16,114.43
P0016,2022-05-16,110.29
P0016,2022-05-16,118.43
P0016,2022-05-16,100.00
P0016,2022-05-16,103.14
P0016,2022-05-17,94.71
P0016,2022-05-17,97.14
P0016,2022-05-17,85.71
P0016,2022-05-17,80.71
P0016,2022-05-17,71.14
P0016,2022-05-18,84.00
P0016,2022-05-18,83.71
P0016,2022-05-18,72.00
P0016,2022-05-18,72.29
P0016,2022-05-18,84.00
P0016,2022-05-19,97.86
P0016,2022-05-19,95.43
P0016,2022-05-19,82.71
P0016,2022-05-19,75.00
P0016,2022-05-19,83.29
P0016,2022-05-20,85.00
P0016,2022-05-20,74.43
P0016,2022-05-20,68.86
P0016,2022-05-20,74.71
P0016,2022-05-20,83.43
P0016,2022-05-21,96.29
P0016,2022-05-21,95.14
P0016,2022-05-21,97.00
P0016,2022-05-21,93.71
P0016,2022-05-21,99.29
P0016,2022-05-22,103.14
P0016,2022-05-22,106.86
P0016,2022-05-22,98.71
P0016,2022-05-22,105.29
P0016,2022-05-22,109.71
P0016,2022-05-23,107.86
P0016,2022-05-23,107.43
P0016,2022-05-23,112.00
P0016,2022-05-23,105.43
P0016,2022-05-23,110.43
P0016,2022-05-24,103.43
P0016,2022-05-24,103.29
P0016,2022-05-24,108.29
P0016,2022-05-24,95.14
P0016,2022-05-24,82.57
P0016,2022-05-25,83.00
P0016,2022-05-25,84.29
P0016,2022-05-25,94.57
P0016,2022-05-25,91.86
P0016,2022-05-25,93.71
P0016,2022-05-26,103.71
P0016,2022-05-26,106.86
P0016,2022-05-26,109.14
P0016,2022-05-26,106.29
P0016,2022-05-26,97.29
P0016,2022-05-27,98.71
P0016,2022-05-27,100.14
P0016,2022-05-27,96.86
P0016,2022-05-27,96.00
P0016,2022-05-27,101.57
P0016,2022-05-28,91.57
P0016,2022-05-28,96.57
P0016,2022-05-28,92.00
P0016,2022-05-28,85.86
P0016,2022-05-28,82.71
P0016,2022-05-29,77.00
P0016,2022-05-29,58.86
P0016,2022-05-29,71.86
P0016,2022-05-29,76.86
P0016,2022-05-29,79.43
P0016,2022-05-30,78.00
P0016,2022-05-30,81.29
P0016,2022-05-30,90.00
P0016,2022-05-30,106.86
P0016,2022-05-30,97.14
P0016,2022-05-31,96.71
P0016,2022-05-31,101.86
P0016,2022-05-31,103.71
P0016,2022-05-31,108.71
P0016,2022-05-31,110.43
P0016,2022-06-01,115.00
P0016,2022-06-01,116.00
P0016,2022-06-01,108.57
P0016,2022-06-01,99.86
P0016,2022-06-01,99.43
P0016,2022-06-02,87.29
P0016,2022-06-02,79.29
P0016,2022-06-02,75.57
P0016,2022-06-02,76.00
P0016,2022-06-02,85.71
P0016,2022-06-03,84.43
P0016,2022-06-03,85.86
P0016,2022-06-03,97.00
P0016,2022-06-03,92.29
P0016,2022-06-03,90.43
P0016,2022-06-04,95.86
P0016,2022-06-04,95.14
P0016,2022-06-04,102.86
P0016,2022-06-04,106.86
P0016,2022-06-04,107.29
P0016,2022-06-05,116.43
P0016,2022-06-05,105.43
P0016,2022-06-05,97.43
P0016,2022-06-05,89.86
P0016,2022-06-05,80.29
P0016,2022-06-06,86.43
P0016,2022-06-06,80.71
P0016,2022-06-06,83.71
P0016,2022-06-06,84.43
P0016,2022-06-06,86.29
P0016,2022-06-07,86.86
P0016,2022-06-07,95.14
P0016,2022-06-07,87.71
P0016,2022-06-07,95.00
P0016,2022-06-07,91.43
P0016,2022-06-08,96.71
P0016,2022-06-08,102.71
P0016,2022-06-08,109.14
P0016,2022-06-08,104.43
P0016,2022-06-08,104.43
P0016,2022-06-09,97.00
P0016,2022-06-09,105.00
P0016,2022-06-09,106.29
P0016,2022-06-09,108.43
P0016,2022-06-09,102.43
P0016,2022-06-10,105.71
P0016,2022-06-10,102.57
P0016,2022-06-10,111.29
P0016,2022-06-10,106.00
P0016,2022-06-10,102.57
P0016,2022-06-11,96.43
P0016,2022-06-11,95.00
P0016,2022-06-11,90.86
P0016,2022-06-11,89.29
P0016,2022-06-11,84.86
P0016,2022-06-12,82.14
P0016,2022-06-12,86.29
P0016,2022-06-12,89.57
P0016,2022-06-12,87.57
P0016,2022-06-12,94.57
P0016,2022-06-13,99.29
P0016,2022-06-13,96.29
P0016,2022-06-13,104.00
P0016,2022-06-13,100.29
P0016,2022-06-13,100.29
P0016,2022-06-14,105.86
P0016,2022-06-14,107.00
P0016,2022-06-14,108.86
P0016,2022-06-14,108.57
P0016,2022-06-14,94.14
P0016,2022-06-15,94.57
P0016,2022-06-15,91.86
P0016,2022-06-15,82.14
P0016,2022-06-15,80.29
P0016,2022-06-15,77.71
P0016,2022-06-16,76.14
P0016,2022-06-16,85.86
P0016,2022-06-16,86.86
P0016,2022-06-16,89.57
P0016,2022-06-16,100.43
P0016,2022-06-17,94.14
P0016,2022-06-17,95.71
P0016,2022-06-17,90.29
P0016,2022-06-17,98.57
P0016,2022-06-17,102.00
P0016,2022-06-18,94.29
P0016,2022-06-18,92.57
P0016,2022-06-18,82.86
P0016,2022-06-18,81.86
P0016,2022-06-18,88.71
P0016,2022-06-19,71.00
P0016,2022-06-19,76.29
P0016,2022-06-19,81.29
P0016,2022-06-19,70.71
P0016,2022-06-19,77.00
P0016,2022-06-20,84.43
P0016,2022-06-20,91.00
P0016,2022-06-20,97.57
P0016,2022-06-20,92.43
P0016,2022-06-20,90.29
P0016,2022-06-21,106.29
P0016,2022-06-21,111.57
P0016,2022-06-21,102.29
P0016,2022-06-21,91.71
P0016,2022-06-21,92.71
P0016,2022-06-22,95.00
P0016,2022-06-22,103.57
P0016,2022-06-22,98.86
P0016,2022-06-22,99.71
P0016,2022-06-22,100.71
P0016,2022-06-23,105.57
P0016,2022-06-23,102.57
P0016,2022-06-23,99.43
P0016,2022-06-23,90.43
P0016,2022-06-23,89.57
P0016,2022-06-24,83.71
P0016,2022-06-24,75.00
P0016,2022-06-24,75.29
P0016,2022-06-24,73.86
P0016,2022-06-24,72.86
P0016,2022-06-25,70.86
P0016,2022-06-25,63.00
P0016,2022-06-25,67.71
P0016,2022-06-25,66.71
P0016,2022-06-25,70.14
P0016,2022-06-26,75.86
P0016,2022-06-26,78.71
P0016,2022-06-26,77.00
P0016,2022-06-26,85.00
P0016,2022-06-26,90.14
P0016,2022-06-27,102.57
P0016,2022-06-27,105.86
P0016,2022-06-27,109.86
P0016,2022-06-27,110.86
P0016,2022-06-27,118.57
P0016,2022-06-28,111.00
P0016,2022-06-28,112.57
P0016,2022-06-28,102.86
P0016,2022-06-28,94.71
P0016,2022-06-28,84.43
P0016,2022-06-29,79.29
P0016,2022-06-29,80.71
P0016,2022-06-29,89.57
P0016,2022-06-29,75.43
P0016,2022-06-29,87.00
P0016,2022-06-30,94.00
P0016,2022-06-30,108.43
P0016,2022-06-30,112.00
P0016,2022-06-30,111.14
P0016,2022-06-30,112.14
P0016,2022-07-01,120.71
P0016,2022-07-01,118.86
P0016,2022-07-01,110.43
P0016,2022-07-01,106.43
P0016,2022-07-01,96.57
P0016,2022-07-02,90.86
P0016,2022-07-02,85.43
P0016,2022-07-02,79.71
P0016,2022-07-02,73.71
P0016,2022-07-02,68.86
P0016,2022-07-03,62.86
P0016,2022-07-03,76.71
P0016,2022-07-03,82.71
P0016,2022-07-03,74.71
P0016,2022-07-03,76.57
P0016,2022-07-04,82.71
P0016,2022-07-04,96.14
P0016,2022-07-04,91.86
P0016,2022-07-04,81.00
P0016,2022-07-04,78.71
P0016,2022-07-05,90.71
P0016,2022-07-05,91.57
P0016,2022-07-05,92.14
P0016,2022-07-05,90.43
P0016,2022-07-05,91.86
